28.726287262872617, 60838.55774999273
38.21138211382119, 50433.28586733854
48.50948509485097, 42820.66802124519
58.80758807588076, 37110.062773692174
68.2926829268293, 32491.436744187427
78.86178861788623, 28840.112103492516
88.34688346883472, 25773.669088883646
98.9159891598916, 23430.957333880833
108.40108401084011, 21155.35784506383
118.6991869918699, 19430.37482800036
128.72628726287263, 17906.95078497607
138.75338753387535, 16168.1386301477
148.78048780487802, 14951.479346078322
158.80758807588074, 14016.611118355811
169.1056910569106, 13050.842396465865
178.8617886178862, 11945.590604846293
188.88888888888886, 11391.604103315896
199.1869918699187, 10320.743101834027
209.21409214092142, 9943.49966007242
219.2411924119241, 9321.764399674299
229.539295392954, 8620.377487317464
239.29539295392954, 8053.73698940136
249.32249322493226, 7422.289748961757
259.07859078590786, 7299.014993785111
269.37669376693765, 6726.803446591919
279.13279132791325, 6615.079830828194
289.159891598916, 6075.6377453151
299.4579945799458, 5695.800264086683
309.4850948509485, 5357.933141161944
319.2411924119241, 5074.615793787853
329.539295392954, 4822.816796409658
339.2953929539296, 4521.219614078748
349.86449864498655, 4446.251421408773
359.89159891598916, 4211.181063117208
369.6476964769648, 3841.398095305967
379.40379403794066, 3576.6529021515694
389.4308943089431, 3590.1223172122964
399.4579945799458, 3423.6274683287465
409.75609756097566, 3264.8841807878025
419.7831978319784, 3210.688348743067
